,Name,Lowest price,Price per slot,Trader price,Last update,Hash EN,Hash RU
1154,APB Rearsight,9999,9999,337,Price updated 2 days ago,No hash,None
1155,APS Frontsight,10000,10000,281,Price updated 12 hours ago,2771f63d2da25d998d7a8ad92ddff60c,None
1156,APS Rearsight,4111,4111,336,Price updated 6 days ago,a4525ad86b07ed36b2be8537daf5d1c3,None
1157,AS VAL Standard rear sight,9999,9999,558,Price updated 5 days ago,5fac79c559d4fcf120ad53b4f10ecf6a,None
1158,ASh-12 Folding sight Frontsight,3399,3399,1250,Price updated 2 days ago,ef35ecb9a7484cf57bd94931f769e096,None
1159,Aimpoint COMP M4 reflex sight,16660,16660,16576,Price updated 3 hours ago,3d297caaf88f41efae15b51162a1ea4c,None
1160,Aimpoint Micro T-1 reflex sight,20000,20000,14753,Price updated 1 an hour ago,9b52ae29357873c31785c2015d776aa7,None
1161,B&T MP9 Standard Rear-sight,4000,4000,504,Price updated 6 days ago,f54ce7420156de40db3e448b8f3bedeb,None
1162,Belomo PK-06 reflex sight,45000,45000,15385,Price updated 9 minutes ago,c6a626ad04db85aeeab19478358a8bf9,None
1163,Beretta M9A3 Standard Rearsight,15000,15000,283,Price updated 3 days ago,No hash,None
1164,Burris FastFire 3 Reflex Sight,18999,18999,9245,Price updated 3 hours ago,940ce0aa14c2a6c6e0a1f680de769e1b,None
1165,Burris FullField TAC 30 1-4x24 riflescope,29990,14995,17622,Price updated an hour ago,bfcb64780192db8315c22a82aa0941c6,None
1166,Cobra EKP-8-02 reflex sight,9998,9998,5237,Price updated 2 hours ago,0193eb974984d54ea645930f6183a07b,None
1167,Cobra EKP-8-18 reflex sight,9799,9799,5125,Price updated 4 hours ago,3ee78a86a05c278faa30922359896e59,None
1168,Colt A2 Rearsight AR-15,700,700,508,Price updated 5 days ago,d02733312ece78d1a5b6c21306bfe260,None
1169,DS Arms Holland Type Rearsight for SA-58,5999,5999,263,Price updated 6 days ago,3df3f53c3c046c8960e6b96d2457c1f3,None
1170,Dead Ringer Snake Eye Glock front sight,4000,4000,1066,Price updated 2 days ago,a10841f17f06bb50fbd5a65899b3cfcd,None
1171,Dead Ringer Snake Eye Glock rear sight,8888,8888,2299,Price updated 3 hours ago,6160359314841d32a235a539f701957a,None
1172,ELCAN SpecterDR 1x/4x Scope,42000,21000,18459,Price updated 2 hours ago,f475e73252bb89d7c1cef8369c84d35f,None
1173,ELCAN SpecterDR 1x/4x Scope FDE,26000,13000,18067,Price updated 1 an hour ago,9eb84e7bf164254e0f47ce2423ecc475,None
1174,EOtech Vudu 1-6 riflescope,46999,23499,24833,Price updated 2 hours ago,4c9ce0d17c15b48e1a2e1b816f196022,None
1175,Eotech 553 holographic sight,25000,25000,10851,Price updated 4 hours ago,2edd484cb6578ee46bef91c09f0d8efb,None
1176,Eotech EXPS3 holographic sight,100000,100000,14700,Price updated 2 hours ago,04ce372e652346a7f6a09ee16923e38f,None
1177,Eotech HHS-1 sight,28000,14000,28672,Price updated 3 hours ago,67fdbf2fc4fb141d5cfc26497c0eb2f2,None
1178,Eotech HHS-1 sight Tan,27000,13500,28672,Price updated 3 hours ago,4cb5e340b54d38fb8a0b075ecd8921ae,None
1179,Eotech XPS3-0 holographic sight,23000,23000,11192,Price updated 3 hours ago,317028f1ffa83d7e34261b77df41a4e8,None
1180,Eotech XPS3-2 holographic sight,20000,20000,12891,Price updated 3 hours ago,919b6654a4f3937024f47327173e3a1a,None
1181,FN Ring sight reflex sight,9000,9000,8680,Price updated 2 days ago,ab4ed8ed4524d855a47c9e198384c3fe,None
1182,Five-seveN MK2 Standard Frontsight,10000,10000,448,Price updated 5 hours ago,5a4ec0e3e66088a779567be603aee38b,None
1183,Five-seveN Standard Rear-sight,9000,9000,504,Price updated 3 days ago,7504f4b5c55a0b27173809961a4f9f65,None
1184,Ghost ring Rear sight for M590,5555,5555,448,Price updated 3 days ago,5ee43b18bead0f1dd59cbecd94eee313,None
1185,Ghost ring kit M590 Frontsight,7000,7000,392,Price updated 4 days ago,df11f60d8074a885c44a683c6e3c9013,None
1186,Glock Front Sight,3400,3400,281,Price updated 5 days ago,No hash,None
1187,Glock Rear Sight,15000,15000,338,Price updated 3 hours ago,692ba3dd14fac97b5940eeff9932db18,None
1188,Glock ZEV Tech Rear sight,1999,1999,1120,Price updated 8 months ago,No hash,None
1189,Glock ZEV Tech front sight,0,0,0,None,No hash,None
1190,HK 416A5 Flip Up Rearsight,7499,7499,448,Price updated 2 hours ago,d99914564ffec877afddc5353bab0b0d,None
1191,HK MP5 Drum Rearsight,19999,19999,1176,Price updated 2 hours ago,aaa4f7fca99485b7fe08a0c8716fbf50,None
1192,Hensoldt FF 4-16x56 scope,31497,15748,31239,Price updated 41 a minute ago,a11008139795d7bc6bf6edf824a01839,None
1193,Holosun HS401G5 reflex sight,7888,7888,8342,Price updated 2 days ago,a2a131ff636cba7affbbf17e32271386,None
1194,IzhMash SOK-12 rear sight,0,0,0,None,No hash,None
1195,Izhmash Rearsight base for RPK-16,7590,7590,448,Price updated 5 days ago,0e4ed0cc75429f1be65e9edc8eccaea3,None
1196,Izhmash Rearsight for RPK-16,3999,3999,448,Price updated 4 days ago,648a9b9d4651a0a454dc915f4faa353a,None
1197,Izhmash SV-98 Rearsight,13000,13000,559,Price updated 12 hours ago,a8e75fcb49182b43a4ba67a16b4ea576,None
1198,Izhmash rear sight fro PP-19-01,0,0,0,None,No hash,None
1199,KAC Folding micro sight Frontsight,5900,5900,1362,Price updated 2 days ago,55120145297e592ecf704323b8583f7b,None
1200,KAC Folding micro sight Rear,6999,6999,1974,Price updated 2 days ago,196c5310ee59378c96a37e8225f27caa,None
1201,KAC Folding sight Frontsight,6100,6100,1250,Price updated 4 days ago,5e13dddb5daf6211703b667ed8852d56,None
1202,KAC Folding sight Rear,5600,5600,1862,Price updated 5 days ago,3227b65c5c1e72527cb434016f1bd551,None
1203,KMZ 1P59 3-10x riflescope,13900,6950,12432,Price updated 1 an hour ago,cf7ebcc3731f15347995309ff52955ab,None
1204,KMZ 1P69 3-10x riflescope,14442,7221,14112,Price updated 1 an hour ago,da41bdbb43fcbcdba7f995820b1ce44c,None
1205,KRISS Defiance Low Profile Flip-Up rear sight,4700,4700,1792,Price updated 2 days ago,6f9deb99f517c273d52d434bc3a8acf0,None
1206,"Kriss ""Defiance Low Profile Flip Up"" Frontsight",4300,4300,1232,Price updated 5 days ago,d36053a904143f131bda1873971f8062,None
1207,Leupold DeltaPoint Reflex Sight,27000,27000,10168,Price updated 3 hours ago,ee16781b930c2f1e92ddfd817fd8bf6e,None
1208,Leupold Mark 4 HAMR 4x24mm DeltaPoint hybrid assault scope,36000,18000,24025,Price updated an hour ago,7195a284b4cbbbb9c885fc205de49131,None
1209,Leupold Mark 4 LR 6.5-20x50 riflescope,32999,16499,32805,Price updated an hour ago,1f989dee26e4f1a05ac43654c6f8805f,None
1210,M14 Enlarged Military Aperture Rearsight,50000,50000,264,Price updated 4 days ago,7195a284b4cbbbb9c885fc205de49131,None
1211,M1911A1 Front Sight,9999,9999,281,Price updated 2 days ago,No hash,None
1212,M1911A1 Rear Sight,1994,1994,338,Price updated 10 days ago,No hash,None
1213,M9A3 Standard Frontsight,8000,8000,258,Price updated 5 days ago,No hash,None
1214,MP7 Flip Up Frontsight,17000,17000,337,Price updated 2 hours ago,No hash,None
1215,MP7 Flip Up Rearsight,13000,13000,450,Price updated 5 hours ago,No hash,None
1216,Magpul MBUS Gen.2 Frontsight,11000,11000,1369,Price updated 3 hours ago,6c87c864fb4e9b4dce80c693782ee2a0,None
1217,Magpul MBUS Gen.2 Frontsight FDE,15000,15000,1344,Price updated 2 hours ago,501f299b1e05de3d78c9eba110a119cc,None
1218,Magpul MBUS Gen.2 Rearsight,13000,13000,2016,Price updated 6 hours ago,541fd522f6732ab7092c83455e03f9bf,None
1219,Magpul MBUS Gen.2 Rearsight FDE,8000,8000,2016,Price updated 3 hours ago,68d748e4203b59a4d36d942eb6a26fee,None
1220,"Meprolight ""Tru Dot Night Sight"" Frontsight for P226",2895,2895,840,Price updated 8 months ago,6d0eb0604be461a5d22ef7e590db7a3d,None
1221,Meprolight Tru Dot Night Sight rear sight for P226,3490,3490,784,Price updated 8 months ago,76e7468426389fc436c8a0dcf6754e37,None
1222,Monstrum Compact prism scope 2x32,27999,13999,16679,Price updated 43 minutes ago,673ff263fa80801624b22fecc6e487f7,None
1223,Mosin Rearsight,20000,20000,492,Price updated 5 days ago,9eed946d82dba48da082f70833b22017,None
1224,Mosin carbine Rearsight,2000,2000,448,Price updated 2 days ago,99e1d74476b9a53e06374027fb8884b9,None
1225,Mosin frontsight,5999,5999,293,Price updated 5 days ago,8d703fa6597d0acd0f34ae62e7bf7eb7,None
1226,NPZ USP-1 4x scope,9000,9000,8120,Price updated 3 days ago,4697aadc60ecb7683d92c6d64300c367,None
1227,NcSTAR ADO P4 Sniper 3-9x42 riflescope,31500,15750,28753,Price updated 1 an hour ago,3794c0828fa461a74708e6e8ec0bca57,None
1228,Nightforce ATACR 7-35x56 riflescope,67500,33750,49166,Price updated 2 hours ago,a9bbf53bc68e672f97932cbc61252638,None
1229,Novak Lomount Front Sight,9999,9999,420,Price updated 19 hours ago,No hash,None
1230,Novak Lomount Rear Sight,19444,19444,448,Price updated 12 hours ago,No hash,None
1231,OKP-7 reflex sight,10000,10000,5470,Price updated 1 an hour ago,ff625066e9c5b3894ef81a0f67439e59,None
1232,OKP-7 reflex sight,10000,10000,5470,Price updated 1 an hour ago,ff625066e9c5b3894ef81a0f67439e59,None
1233,Optical scope March Tactical 3-24x42 FFP,25500,12750,23305,Price updated an hour ago,2c71b1cf4c5c07d94742f4c4c0a8a147,None
1234,PAG-17 scope,0,0,0,None,No hash,None
1235,PU 3.5x riflescope,14000,14000,6908,Price updated 2 hours ago,22a09fced40f14dfded0b13d91dbb4fa,None
1236,Primary Arms Compact prism scope 2.5x,20500,10250,9800,Price updated 1 an hour ago,6c5447c846f35ab8da3e4e678b2fff16,None
1237,Rearsight AR-15 Carry Handle,6800,6800,461,Price updated 2 days ago,6c5447c846f35ab8da3e4e678b2fff16,None
1238,Rearsight ASh-12 Carry Handle,10000,10000,1008,Price updated 5 hours ago,dde0d9ee2634c562bb81b21306426193,None
1239,SA National Match .062 blade Frontsight M1A,1700,1700,912,Price updated 8 months ago,No hash,None
1240,SA XS Post .125 blade Frontsight M1A,11999,11999,909,Price updated 3 hours ago,dfa5052b1b7a22fcf403d75760a9dd96,None
1241,SIG MCX Flip Up sight Rearsight,2900,2900,588,Price updated 5 days ago,6432af27e839f31261fbe0cd07b65a3f,None
1242,SIG MCX Folding sight Frontsight,10900,10900,1316,Price updated 2 days ago,70446141d6c0f2a29f0303647f68098a,None
1243,SIG MPX Flip Up Frontsight,6000,6000,336,Price updated 6 days ago,639250011ceb00c17caa291bb04565a9,None
1244,SIG MPX Flip Up Rearsight,21000,21000,449,Price updated 5 days ago,94185598b3c9aaa331bef2b7f97b5954,None
1245,SKS Standard Rearsight,4999,4999,168,Price updated 8 days ago,f942a1e6e4c1f452072dfbfd562ab3ff,None
1246,SOK-12 CSS SIGHT RAIL MOUNT rear sight,0,0,0,None,3efced618297c8c3887509733a4544e6,None
1247,SVDS Rearsight,0,0,0,None,5ef3fd5881bf9b50b098e4c3a8ffd005,None
1248,SVDS frontsight,0,0,0,None,7a545214809cccec7122cd5797aa40df,None
1249,Sig BRAVO4 4X30 Scope,0,0,0,None,a2aade5a1c9598a54c7fd3e116e4e9d8,None
1250,Sig Sauer P226 Standard Rearsight,0,0,0,None,No hash,None
1251,Sig Sauer Romeo 4 reflex sight,0,0,0,None,7af6ef5d74d0d9e04f7b9de459e21620,None
1252,Sig Sauer Standard Frontsight,0,0,0,None,ef7fbf4d95df4907509fc4e195c6752a,None
1253,Sight Mount M9 rear sight bearing,0,0,0,None,9d2fc8c61764618d4f14395dd8d2bba7,None
1254,Sight Mount Sig 220-239 rear sight bearing,0,0,0,None,a84c55d9e7fcf284478f09f982da8c4f,None
1255,Tactica Tula TT01 Rearsight Weaver Adapter,0,0,0,None,9fec123177be257edc607b1bb7e231f4,None
1256,Trijicon ACOG 3.5x35 scope,0,0,0,None,4a600b6f8a657ae63c3f8e74ee6c9e12,None
1257,Trijicon ACOG TA01NSN 4x32 scope,0,0,0,None,30936fb2fd3026cbbfa8e81ed35ec041,None
1258,Trijicon ACOG TA01NSN 4x32 scope TAN,0,0,0,None,b240de780ea7e0457ee81b81a7a8c82a,None
1259,Trijicon ACOG backup rear sight,0,0,0,None,No hash,None
1260,Trijicon RMR,0,0,0,None,94c55580917e97249e1940484046a8d4,None
1261,Trijicon SRS-02 reflex sight,0,0,0,None,7d79932ffcd844dfa170687565a7af0e,None
1262,Truglo TFX Glock front sight,0,0,0,None,b85679f17ee0fa354a062608ef65df0e,None
1263,Truglo TFX Glock rear sight,0,0,0,None,87d3b4462d68e1e104772fd0fd8f9dc0,None
1264,UTG Low Profile A2 Frontsight AR-15,0,0,0,None,2241cfe0fc87d367691ff2b0952d6aba,None
1265,VOMZ Pilad 4x32 riflescope,0,0,0,None,5d5608cd132fdce5987353d8aac14c0d,None
1266,"VOMZ Pilad P1X42 ""WEAVER"" reflex sight",0,0,0,None,ce15d84c506d8f969252289f6f8e22b7,None
1267,VPO-101 Standard Rearsight,0,0,0,None,No hash,None
1268,VSS Vintorez Standard Rearsight,0,0,0,None,325fef4d261fcba5ecc959d16f154857,None
1269,Valday 1P87 holographic sight,0,0,0,None,01fb474a7fa8f3a059ae0d88d55c91fe,None
1270,Valday PS-320 1x/6x Scope,0,0,0,None,6fd3d97afff7e94889aa886bd051c681,None
1271,Vortex Razor AMG UH-1 holographic sight,0,0,0,None,5ca6a62cb22a2efc1b073f9356867a99,None
1272,Walther MRS reflex sight,0,0,0,None,1982b56463455449261de5742b5e4980,None
1273,Zenit-Belomo PSO 1 4x24 scope,0,0,0,None,cdaa9550df88702ca77207bc78aa3161,None
1274,Zenit-Belomo PSO 1M2 4x24 scope,0,0,0,None,e8bd03511a2a2b9520ad0dd33182e39b,None
1275,Zenit-Belomo PSO 1M2-1 4x24 scope,0,0,0,None,d44cb51708b823490b4a3ae1bc4e7a8f,None
1276,FLIR RS-32 2.25-9x 35mm 60Hz thermal riflescope,400000,200000,81085,Price updated an hour ago,1a71f1b1e2d906137f28112092601e29,None
1277,NSPU-M night Scope,10999,5499,7690,Price updated 3 hours ago,930b0449b68486672a503ddd153cb93a,None
1278,T-7 Thermal Goggles with Night Vision Mounts,10332000,5166000,268800,Price updated 5 days ago,No hash,None
1279,Trijicon REAP-IR thermal riflescope,560999,280499,199245,Price updated an hour ago,e57e57a9c276c4dbe1064a7d8b0ede57,None
1280,Vulcan MG night scope 3.5x,26999,13499,26292,Price updated 3 hours ago,bb598b428557f8afba36861a161479a6,None
1281,ADAR 2-15 wooden stock,2000,1000,2867,Price updated 2 days ago,791da533c8c985464b7e7f4cfaaf099c,None
1282,ADAR buffer tube,5420,2710,448,Price updated 5 days ago,22a8cc67b61665c6d83137711d7c1c99,None
1283,AK74/AK100 PT Lock,10000,10000,1519,Price updated 2 days ago,9b9469cbb827885dc8c86f0f6971cbda,None
1284,AKM/AK-74 PT Lock,7500,7500,1786,Price updated 5 days ago,b4f569a2ecbc2f60a9d85bbd1ac96452,None
1285,AKS-74/AKS-74U PT Lock,48300,48300,1808,Price updated 3 hours ago,ec5ec88ccb51311a5aae72042c131259,None
1286,APB detachable wire stock,6666,6666,3805,Price updated 2 hours ago,88838797a82d40db745de0852017ae10,None
1287,AT AICS polymer stock for M700,22000,5500,14840,Price updated 2 hours ago,699fa103e4d73e462bbe3ed5909c6b65,None
1288,ATI Monte Carlo Mosin rifle stock,17777,4444,6024,Price updated 2 hours ago,14c53f477f825365cdf5d1673a620f0b,None
1289,Armacon Baskak stock,6000,3000,3013,Price updated 2 days ago,150dd045b5c25cc31c61fda3dfaa3321,None
1290,B5 Precision stock,20000,10000,10360,Price updated 3 hours ago,cb446cedb4cb0582044e16fef1db1973,None
1291,Buffer Tube adapter for SA-58,18420,18420,1457,Price updated 3 hours ago,7195a284b4cbbbb9c885fc205de49131,None
1292,Buffer tube side folder adapter for M700,5443,5443,1457,Price updated 8 months ago,No hash,None
1293,CAA AKTS AK-74 Buffer Tube for AK and compatible,17000,8500,3640,Price updated 2 hours ago,6b60e6a1a08c719dbee7f64945714e3b,None
1294,CAA AKTS AK-74 Buffer Tube for AK and compatible,17000,8500,3640,Price updated 2 hours ago,6b60e6a1a08c719dbee7f64945714e3b,None
1295,"Colt ""A2"" buffer tube",0,0,0,None,77c76fb98df6a03ffe44debfcc2e0831,None
1296,Colt buffer tube,3000,1500,658,Price updated 5 days ago,4c5d4eff3f747987508eef50cab2704f,None
1297,Custom cut mosin stock for TOZ-106,5888,1472,2716,Price updated 2 hours ago,2a6cde1b48d333b79133a797597d5698,None
1298,DSA BRS stock for SA-58,18000,9000,9044,Price updated 2 hours ago,62dfc14007bf3f39d43a2d3f9f2a7447,None
1299,DSA Folding stock for SA-58,4800,2400,7848,Price updated 2 days ago,b18f228ac9d7a3cf6b7461f3caaed38b,None
1300,DSA SPR stock for SA-58,11000,5500,13110,Price updated 2 hours ago,0b57afb6067acdfaef690b1d1e02c214,None
1301,Damage Industries Butt-pad for P90,8999,8999,2324,Price updated 3 months ago,No hash,None
1302,Double Star Ace Socom gen.4 stock for AR-15,12345,6172,5964,Price updated 2 hours ago,7195a284b4cbbbb9c885fc205de49131,None
1303,Double Star recoil pad 0.5 for ACE stock series,25989,25989,2676,None,d6e80c186b46ed875207caeeae51e915,None
1304,EMOD Stock,8888,4444,4978,Price updated 2 hours ago,99652639b166849353aaa46cc2d7ab79,None
1305,Early produced SIG collapsing/telescoping MCX/MPX stock,24000,12000,1590,Price updated 2 hours ago,87a8035e50e8ac7293aad3049fbeec5d,None
1306,F93 Pro Stock,19420,9710,5678,Price updated 3 hours ago,add615f0abaf06d8bc73f5bf9c0728e8,None
1307,FN Butt pad for P90,2500,2500,1260,Price updated 2 days ago,8027c9a8f8c82c2339d48532cc265abb,None
1308,FN P90 stock,21111,7037,1960,Price updated 6 hours ago,No hash,None
1309,FN PS90 stock,19666,6555,1876,Price updated 1 an hour ago,No hash,None
1310,Fab Defence GL Shock Stock,18888,9444,5808,Price updated 2 hours ago,617d426727b0a42211e86fe27b70e6ef,None
1311,Fab Defence GLR-16-S Stock,15000,7500,2688,Price updated 1 an hour ago,7195a284b4cbbbb9c885fc205de49131,None
1312,Fab Defence GLR-17 Stock for Glock and compatible,29999,14999,5152,Price updated 2 hours ago,d33897835935f04a13a347871c5dba82,None
1313,Fab Defence UAS Stock for SKS,44000,14666,9128,Price updated 2 hours ago,044ba5ca83c4dba47fe8d9d183dcb6e2,None
1314,Fab Defence buffer tube for AGR-870,11200,5600,599,Price updated 3 hours ago,b05b74bfa70249e30762b741e3b93130,None
1315,Fab Defense UAS for AK,11000,5500,9003,Price updated 2 hours ago,8e4a8c1a184df878abb0601173e2c193,None
1316,"HK ""Enhanced Tube"" buffer tube",11000,5500,2794,Price updated 2 hours ago,9a4e7a0baf6002389c0db1b04f15262e,None
1317,HK A2 Stock,24499,12249,7044,Price updated 6 hours ago,6f075fc5c05d01715e305e1b20aae263,None
1318,HK A3 old stock model.,0,0,0,None,726d5afd7a68da8c0b40899f4a66a476,None
1319,HK E1 Stock for AR-15 and compatible,0,0,0,None,de97506f06e169711a9cbf0911b7547c,None
1320,HK End Cap Stock for MP5,19420,19420,1467,Price updated 3 hours ago,963357f9281e3609dcb86b2e1b44d5aa,None
1321,HK End Cap Stock for MP5 Kurz,18000,18000,1400,Price updated 29 minutes ago,e2c3c55f7402849978cdcd968ed50acf,None
1322,HK Slim Line Stock,7500,3750,2856,Price updated 5 days ago,e686198bba4672e272aeb58608587f98,None
1323,Hera Arms CQR pistol grip-stock,20000,10000,18627,Price updated 2 hours ago,28d54222ad6c1034eecec38482991252,None
1324,"Hexagon ""Kocherga"" stock red",15000,7500,14997,Price updated 2 hours ago,30aad236c1f427272b07c41e2cf2e27b,None
1325,High Standard M4SS Stock,4222,2111,1747,Price updated 5 days ago,b26d4bd30542a229c53442bf556ec29b,None
1326,"Hogue ""Overmolded ghillie"" stock for Remington Model 700",8111,2703,4760,Price updated 3 days ago,85626e20c91ba94bc607b21ac9265139,None
1327,Infantry Mosin rifle stock,9000,2250,1210,Price updated 5 days ago,4a56edbde67f04a47edbac917a73c07e,None
1328,IzhMash metal stock for AKS-74 (6P21 Sb.5),9000,4500,873,Price updated 3 hours ago,a94182cf092da4a1d41aaca8ae1dfb43,None
1329,IzhMash metal stock for AKS-74U (6P26 Sb.5),0,0,0,None,6b499c4f892562c8c14abfdb9608eebc,None
1330,Izhmash AK-12 regular stock,5000,2500,2520,Price updated 2 days ago,9c96731f8385bdea7f4783195b18151f,None
1331,Izhmash RPK-16 buffer tube,15500,7750,1624,Price updated 2 hours ago,7178bdd1a0d5f0c9384c0274bc187fc5,None
1332,Izhmash SOK-12 AK type stock,5555,2777,930,Price updated 2 days ago,40a99ead7bfe6d9bb185b279f4ac8c97,None
1333,Izhmash polymer AK-74 stock (6P20 Sb.7),6500,3250,1158,Price updated 2 days ago,2f0eea9cabeb9e2d9eb958bce40fa93d,None
1334,Izhmash polymer Plum AK-74 stock (6P20 Sb.7),9000,4500,1214,Price updated 3 days ago,e929c42c70b4e93f9d3118a32072efc7,None
1335,Izhmash shoulder piece for AKMS (6P4 Sb.1-19),7000,3500,872,Price updated 5 days ago,6b5162d2846120d735056b0ee53464cd,None
1336,Izhmash shoulder piece for AKMSN (6P4 Sb.1-19),20000,10000,871,Price updated 16 hours ago,6b5162d2846120d735056b0ee53464cd,None
1337,Izhmash wooden AK-74 stock (6P20 Sb.5),10000,5000,1034,Price updated an hour ago,1c4b0298356dac925e07019a98c186b2,None
1338,Izhmash wooden AKM stock (6P1 Sb.5),5000,2500,1438,Price updated 29 minutes ago,0e4b37946faf0c88074e7ed0e190c706,None
1339,KRISS Defiance DS150 FDE stock,10000,5000,4424,Price updated 3 days ago,21510be12c081668d7f797ee94f0bfef,None
1340,KRISS Defiance DS150 stock,9765,4882,4424,Price updated 2 days ago,3f9e57a91840cb9278ffca92120d6b23,None
1341,KRISS Vector non folding stock adapter,11000,11000,2184,Price updated 3 hours ago,600bb7125fecfdd6db7684fcbd2f1fe8,None
1342,KRISSVector Gen.2 folding stock,6500,3250,3427,Price updated 2 days ago,edff66b72d3008ac707313148c491ed5,None
1343,Kriss Vector Pistol Sling Adapter,8900,8900,840,Price updated 3 days ago,c3dc6ebd440207d3171263e3acfea162,None
1344,LEO stock adapter for M870,5999,2999,1407,Price updated 2 days ago,f8b4c4c95adc6abe9ce629e9655f07e2,None
1345,LEO stock adapter gen.1 for M590,4000,4000,1456,Price updated 3 days ago,23ecc7284caa162028412535615d963c,None
1346,LMT Sopmod stock,7000,3500,2631,Price updated 2 days ago,5ef16240864fd6f55cc39fe08016fe47,None
1347,LOBAEV Arms Stock,28000,14000,2604,Price updated 2 hours ago,50b9309b388f2abdbfdc90e40f9ffeed,None
1348,M14 M14ALCS(MOD. 0) stock,8900,2966,10064,Price updated one month ago,3ebf2d59d729e1f5a737688373fc8897,None
1349,M14 M14ALCS(MOD. 0) stock,8900,2966,10064,Price updated one month ago,3ebf2d59d729e1f5a737688373fc8897,None
1350,M1A Archangel stock,32000,10666,13923,Price updated 2 hours ago,d22a175bcfc63cf2e7c1ffc3ee2ab89d,None
1351,M1A Socom 16 stock,10000,3333,7311,Price updated 2 hours ago,b1478f1d4b59b9f13db8dd2420a245d6,None
1352,M700 MOD X Gen.3 stock,15999,7999,8384,Price updated 2 hours ago,847413ca4be12a7efbfe2037b25e8317,None
1353,MC 20-01 stock,2400,600,1374,Price updated 6 days ago,c62cb20031f9a7f06967b1d862f35953,None
1354,ME adapter for AK,8888,8888,2830,Price updated 2 hours ago,6e0edb4ec62137172bc1c356b562318c,None
1355,MFT BUS Stock,13000,6500,4534,Price updated 2 hours ago,2b3c4c256c7c01e182adbc5ffc7cfb53,None
1356,MOE Carbine stock,9000,4500,4323,Price updated 2 days ago,85502de8889976e36fa10ff5b41c21d7,None
1357,MOE Carbine stock FDE,9500,4750,3714,Price updated 2 days ago,336363ad69036e9127d9ee240815ea35,None
1358,MOE Carbine stock FG,10000,5000,3638,Price updated 2 days ago,4ed250086bd657b694c8ac7787187da4,None
1359,MOE Carbine stock OD,9900,4950,3578,Price updated 3 days ago,c172912f66addb241ef182c68c41fdfe,None
1360,MOE Carbine stock SG,9999,4999,3763,Price updated 2 days ago,76b4ff7aeb0d7b984352ce0ab909473b,None
1361,Magpul CTR Carbine stock,19999,9999,4547,Price updated 2 hours ago,f8693542ada21733b209389412ac619c,None
1362,Magpul CTR Carbine stock FDE,20240,10120,4547,Price updated 3 hours ago,b7ec9d674523c9c2ea3f02d4f407fc78,None
1363,Magpul PRO 700 chassis,14000,4666,10064,Price updated 2 hours ago,6ca74510d6ffd2af5f6e3c9f9d0b562b,None
1364,Magpul PRS 2 polymer stock for FAL,10000,5000,9070,Price updated 3 hours ago,7195a284b4cbbbb9c885fc205de49131,None
1365,Magpul PRS GEN2 FDE stock,9999,4999,9573,Price updated 2 hours ago,5445d9079c5c54725ef8e814a3b80cec,None
1366,Magpul PRS GEN3 Grey stock,24900,12450,10528,Price updated 29 minutes ago,71c26e9dbf91d189025fb3242bb42de5,None
1367,Magpul PRS GEN3 stock,25999,12999,10528,Price updated 2 hours ago,190f1ce7cc66301a849135393230b07c,None
1368,Magpul Rubber Butt-Pad for Carbine stock series,12333,12333,2676,Price updated 3 hours ago,69c33d24bfb15ea2429e77d5f5d9624a,None
1369,Maxim Defence CQB collapsing/telescoping MCX/MPX stock,8525,4262,2100,Price updated 8 months ago,No hash,None
1370,Mesa Tactical Crosshair Hydraulic buffer tube,22000,11000,11928,Price updated 1 an hour ago,1a38a462303438c388429ab246f465fc,None
1371,Metal Izhmash stock for PP-19-01,18000,9000,844,Price updated 38 minutes ago,No hash,None
1372,Molot wooden VPO-136 stock,5555,2777,1021,Price updated 2 days ago,96816dd9676f100c9aad6006b05d7fc1,None
1373,Molot wooden VPO-209 stock,2500,1250,1019,Price updated 3 days ago,e347c9a6c4a83faa26011bb71c87023e,None
1374,Mosin carbine stock,4000,1333,1859,Price updated 2 days ago,1bbeba079155ee7f5c3e56eb5b9e2e9c,None
1375,Mosin rifle sniper carbine stock,10999,3666,2005,Price updated 2 hours ago,1d3cbd426c3c3093b1c335874f0fb01a,None
1376,Orsis Aluminium body for T-5000,98000,49000,7392,Price updated 18 hours ago,d527d1da1c76c89ca9ff4594ad62e637,None
1377,Orsis T-5000M Stock,10000,5000,1764,Price updated 5 hours ago,7195a284b4cbbbb9c885fc205de49131,None
1378,"PMM ""ULSS"" foldable MCX/MPX stock",8888,4444,3489,Price updated 1 an hour ago,784f6ed2bf5e5b0f719117b0ba8de495,None
1379,PPSH-41 stock,2755,1377,1187,Price updated 10 days ago,c592d3557e5d694f5c78e4430c6313ac,None
1380,PRO 700 folding stock,6863,3431,2631,Price updated 8 months ago,No hash,None
1381,Plastic pistol grip for MP-133/153,0,0,0,None,dbb5542638582f2e758ea4965991127d,None
1382,Plastic stock for MP-133/153,0,0,0,None,a64d858e9bc4a6aafb1dc7ca26ff3b83,None
1383,Polymer stock DSA humpback for SA-58,0,0,0,None,e6591f4fbd4544756cf601dc62019246,None
1384,Polymer stock for AK-74M (6P34 Sb.15),0,0,0,None,6c6b5bcf8573e6cbfa8b92be77a08306,None
1385,Polymer stock for M590A1,0,0,0,None,87c66e05e783b354567e365b9395e166,None
